feature,inferred_type,train_non_null_ratio,test_non_null_ratio,train_numeric_parse_ratio,test_numeric_parse_ratio,train_unique_ratio_non_null,id_like_flag,spearman_with_log_correction,drift_metric_name,drift_metric_value
esg_firma_esg-bewertung__input__anteil-frauen-gesamt-prozent,numeric,0.9084815988301242,0.9046756071040232,0.9084815988301242,0.9046756071040232,0.10194500335345406,0,0.13895595668477193,psi_numeric,0.01467989241531534
esg_firma_kapitel-handelsregister__qualitaet-letzter-eintrag__herkunft,categorical,0.8005118206190592,0.7941283073577383,0.0,0.0,0.0009133810321205663,0,,tv_categorical,0.014594427277948045
drd_min_gewichtete_aussenstandsdauer,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.00968414779499404,0,0.021225696656552384,psi_numeric,0.01459011364075926
zertifikate_Qualitätsmanagement,categorical,0.1748720448452352,0.18774918448713301,0.1748720448452352,0.18774918448713301,0.003484320557491289,0,,tv_categorical,0.014461346319938295
esg_firma_social__unfaelle__anzahl-toedlich-quelle,categorical,0.6946136972946625,0.7006161652772743,0.0,0.0,0.0014035087719298245,0,,tv_categorical,0.014392796155042457
vertriebsweg_Direkter Vertrieb,categorical,0.17962466487935658,0.17252627763682493,0.17962466487935658,0.17252627763682493,0.0027137042062415195,0,,tv_categorical,0.014381444742427623
esg_firma_esg-bewertung__input__durchschnitt-alter-management,numeric,0.9817206921764563,0.9855019934758971,0.9817206921764563,0.9855019934758971,0.06492055610724926,0,-0.02701945019414063,psi_numeric,0.014349423221885895
esg_firma_kapitel-firmenidentifikation__steuernummer,categorical,0.725079210333902,0.7107647698441464,0.0,0.0,0.0001680672268907563,0,,tv_categorical,0.014314440489755609
esg_firma_kapitel-bonitaet__krediturteil,categorical,1.0,1.0,0.0,0.0,0.0010967584694126249,0,,tv_categorical,0.014167578828493559
esg_firma_social__fortbildungskosten__wert,categorical,0.03899585669022666,0.04566872055092425,0.03899585669022666,0.04566872055092425,0.54375,0,,tv_categorical,0.014138029820558493
esg_firma_esg-bewertung__input__elektrizitaetsverbrauch-kwh,numeric,0.8548622958810627,0.8488582819862269,0.8548622958810627,0.8488582819862269,0.4956521739130435,0,-0.035883613077001615,psi_numeric,0.014100075372461312
esg_firma_environmental__co2-ausstoss-elektrizitaet__quelle,categorical,0.2769924445527663,0.2635012685755709,0.0,0.0,0.002199736031676199,0,,tv_categorical,0.014047174350719081
drd_gewichtete-aussenstandsdauer_steigung,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.8085518474374255,0,0.09620285302192808,psi_numeric,0.013842078491302834
esg_firma_kapitel-handelsregister__amtsgericht__plz,numeric,0.8019741652449427,0.7955781080101486,0.8019741652449427,0.7955781080101486,0.01975383680291749,0,0.04639926356060864,psi_numeric,0.013633808025932878
drd_mean_gewichtetes_vereinbartes_ziel,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.6691001191895113,0,-0.10632785350387979,psi_numeric,0.01337739027838433
esg_firma_esg-bewertung__bewertung__social__neo-oekologisches-milieu,numeric,0.9907384840360711,0.9855019934758971,0.9907384840360711,0.9855019934758971,0.012300123001230012,0,0.0968825996083506,psi_numeric,0.013326641044364835
esg_firma_firma-esg-score-2__esg-score,numeric,1.0,0.9996375498368975,1.0,0.9996375498368975,0.306970509383378,0,0.15709209609070618,psi_numeric,0.013298054718393194
esg_firma_firma-esg-score-2__archiv-input__durchschnitt-beteiligungsdauer-kontrollebene,numeric,0.868388983670485,0.8702428416092787,0.868388983670485,0.8702428416092787,0.05907942744877912,0,-0.11074134478158285,psi_numeric,0.013281940525394106
esg_firma_firma-esg-score-2__governance__durchschnitt-beteiligungsdauer-kontrollebene,numeric,0.868388983670485,0.8698803914461761,0.868388983670485,0.8698803914461761,0.05907942744877912,0,-0.11074134478158285,psi_numeric,0.013264738148713016
esg_firma_firma-esg-score-2__governance__durchschnitt-beteiligungsdauer-kontrollebene-punktwert,numeric,0.868388983670485,0.8698803914461761,0.868388983670485,0.8698803914461761,0.009121526803255684,0,-0.11056922635779508,psi_numeric,0.013263260938959064
esg_firma_kapitel-handelsregister__amtsgericht__land-iso-code,categorical,0.8019741652449427,0.7955781080101486,0.0,0.0,0.000455857772375019,0,,tv_categorical,0.013223026459745327
esg_firma_kapitel-standorte__juristischer-sitz__postfachadresse__land-iso-code,categorical,0.04813551060199854,0.0612540775643349,0.0,0.0,0.002531645569620253,0,,tv_categorical,0.013118566962336368
esg_firma_kapitel-standorte__juristischer-sitz__postfachadresse__postfach,categorical,0.04813551060199854,0.0612540775643349,0.0,0.0,0.002531645569620253,0,,tv_categorical,0.013118566962336368
esg_firma_social__fortbildungskosten__quelle,categorical,0.038752132585912744,0.04530627038782167,0.0,0.0,0.015723270440251572,0,,tv_categorical,0.013084954413698661
esg_firma_firma-esg-score-2__social__anteil-neo-oekologisches-milieu,numeric,0.9908603460882281,0.9855019934758971,0.9908603460882281,0.9855019934758971,0.012298610257040954,0,0.09629273524466943,psi_numeric,0.012988758776688926
esg_firma_firma-esg-score-2__archiv-input__durchschnitt-alter-management,numeric,0.9820862783329272,0.9851395433127945,0.9820862783329272,0.9851395433127945,0.06328328576746495,0,-0.02716335993458717,psi_numeric,0.012913441914626886
esg_firma_firma-esg-score-2__governance__durchschnitt-alter-management,numeric,0.9820862783329272,0.9847770931496919,0.9820862783329272,0.9847770931496919,0.06328328576746495,0,-0.02716335993458717,psi_numeric,0.01278882155854904
esg_firma_governance__wirtschaftspruefung__bestaetigungsvermerk-eingeschraenkt-quelle,categorical,0.6233243967828418,0.615077926785067,0.0,0.0,0.0017595307917888563,0,,tv_categorical,0.012775109435126325
esg_firma_esg-bewertung__bewertung__governance__durchschnitt-alter-management,numeric,1.0,1.0,1.0,1.0,0.010601998537655375,0,-0.02897270303442198,psi_numeric,0.012767833343866657
esg_firma_firma-esg-score-2__governance__durchschnitt-alter-management-punktwert,numeric,0.9820862783329272,0.9847770931496919,0.9820862783329272,0.9847770931496919,0.011167638664846755,0,-0.027226923793403024,psi_numeric,0.012746938570918739
postfach_anzahl_postfachadresse,categorical,0.04862295881062637,0.0612540775643349,0.04862295881062637,0.0612540775643349,0.002506265664160401,0,,tv_categorical,0.012631118753708506
esg_firma_governance__esg-zertifizierungen__zertifikate-kenntnis,categorical,0.34486960760419205,0.33707865168539325,0.0,0.0,0.0007067137809187279,0,,tv_categorical,0.01242719084692754
esg_firma_governance__wirtschaftspruefung__bestaetigungsvermerk-uneingeschraenkt-quelle,categorical,0.6045576407506702,0.6005799202609641,0.0,0.0,0.0018141503729086877,0,,tv_categorical,0.012252723610240377
import_Europa,categorical,0.12027784547891786,0.11562160202972091,0.12027784547891786,0.11562160202972091,0.010131712259371834,0,,tv_categorical,0.012179447370831726
drd_max_gewichtete_aussenstandsdauer,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.02800953516090584,0,-0.00023390966825905817,psi_numeric,0.012135778709362523
immobilie_wert,categorical,0.03265902997806483,0.03515766582094962,0.03265902997806483,0.03515766582094962,0.6343283582089553,0,,tv_categorical,0.012021344719256599
esg_firma_social__anzahl-mitarbeiter__wert,numeric,0.9812332439678284,0.9811525915186662,0.9812332439678284,0.9811525915186662,0.1552409339294585,0,-0.06964923190098878,psi_numeric,0.011999400476907408
esg_firma_firma-esg-score-2__branchendurchschnitt__e-score,numeric,1.0,0.9996375498368975,1.0,0.9996375498368975,0.009992688276870583,0,0.17824702333226988,psi_numeric,0.011728986724820286
esg_firma_kapitel-standorte__juristischer-sitz__postfachadresse__ort,categorical,0.04776992444552766,0.059441826748822035,0.0,0.0,0.002551020408163265,0,,tv_categorical,0.011671902303294387
esg_firma_esg-bewertung__bewertung__environmental__elektrizitaetsverbrauch-pro-kopf,numeric,1.0,1.0,1.0,1.0,0.012308067267852791,0,-0.047082058029817506,psi_numeric,0.011651480158264685
esg_firma_esg-bewertung__bewertung__branchendurchschnitt__e-score,numeric,1.0,1.0,1.0,1.0,0.009992688276870583,0,0.1785909724662265,psi_numeric,0.011513518949398338
esg_firma_social__unfaelle__anzahl-toedlich,categorical,0.7000974896417256,0.7104023196810438,0.7000974896417256,0.7104023196810438,0.001392515230635335,0,,tv_categorical,0.011279726456573944
umsatz_unternehmen_umsatz-gesamt__wert_intercept,numeric,0.8569339507677309,0.8633562885103299,0.8569339507677309,0.8633562885103299,0.7724687144482366,0,-0.06405937856225397,psi_numeric,0.011253832005633685
esg_firma_kapitel-standorte__verwaltung__anschrift__plz,categorical,0.01389227394589325,0.015585357013410656,0.01389227394589325,0.015585357013410656,0.7982456140350878,0,,tv_categorical,0.011203027125812642
esg_firma_kapitel-standorte__verwaltung__anschrift__herkunft-qualitaet__zeitpunkt,categorical,0.01389227394589325,0.015585357013410656,0.01389227394589325,0.015585357013410656,0.8333333333333334,0,,tv_categorical,0.011020234047577206
zertifikate_IT/Informationssicherheit,categorical,0.024250548379234706,0.032620514679231605,0.024250548379234706,0.032620514679231605,0.01507537688442211,0,,tv_categorical,0.010935341382029666
esg_firma_esg-bewertung__input__anzahl-mitarbeiter,numeric,1.0,1.0,1.0,1.0,0.1554959785522788,0,-0.06584426609025212,psi_numeric,0.010859996466091296
esg_firma_firma-esg-score-2__environmental__score,numeric,1.0,0.9996375498368975,1.0,0.9996375498368975,0.46648793565683644,0,0.189604806480121,psi_numeric,0.010855890449544447
esg_firma_environmental__elektrizitaet__einheit,categorical,0.8532780892030222,0.8466835810076114,0.0,0.0,0.0004284490145672665,0,,tv_categorical,0.010719929555871753
export_Europa,categorical,0.16000487448208628,0.1660021747009786,0.16000487448208628,0.1660021747009786,0.007616146230007616,0,,tv_categorical,0.010678631615035758
drd_anzahl_lieferanten,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.36174016686531585,0,-0.11166875502775521,psi_numeric,0.010533269029957612
umsatz_unternehmen_avg_mitarbeiter,numeric,0.8569339507677309,0.8633562885103299,0.8569339507677309,0.8633562885103299,0.7383390216154722,0,-0.05928708561705423,psi_numeric,0.01052026203824244
esg_firma_esg-bewertung__bewertung__governance__score,numeric,1.0,1.0,1.0,1.0,0.3915427735803071,0,-0.08520097408424088,psi_numeric,0.010505527885637014
esg_firma_kapitel-immobilien__weitere-immobilien__verkehrswert__wert,categorical,0.009139653911771874,0.012685755708590069,0.009139653911771874,0.012685755708590069,0.5333333333333333,0,,tv_categorical,0.010382920691081097
esg_firma_kapitel-fuhrpark__anzahl-gesamt__wert,categorical,0.012917377528637582,0.018484958318231243,0.012917377528637582,0.018484958318231243,0.3584905660377358,0,,tv_categorical,0.010159359699057747
drd_summe-belege_intercept,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.817342073897497,0,-0.07805884283276852,psi_numeric,0.010085994947610385
esg_firma_esg-bewertung__bewertung__environmental__abfallrecyclingquote,numeric,1.0,1.0,1.0,1.0,0.044601511089446745,0,0.09425564307887602,psi_numeric,0.010036797726022046
esg_firma_ansprechpartner__telefon,categorical,0.1991225932244699,0.1891989851395433,0.0,0.0,0.0006119951040391676,0,,tv_categorical,0.009923608084926566
esg_firma_esg-bewertung__bewertung__social__weibliche-beschaeftigte,numeric,1.0,1.0,1.0,1.0,0.0833536436753595,0,0.0056477963758256085,psi_numeric,0.009872877532659662
drd_median_gewichtetes_vereinbartes_ziel,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.017878426698450536,0,-0.11246998613134067,psi_numeric,0.009794188978783609
esg_firma_ansprechpartner__mail,categorical,0.666829149402876,0.6571221457049655,0.0,0.0,0.0001827485380116959,0,,tv_categorical,0.009707003697910416
drd_gewichtetes-vereinbartes-ziel_steigung,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.7878426698450537,0,0.07170000856616775,psi_numeric,0.0096154037003799
esg_firma_kapitel-firmenidentifikation__anschrift__herkunft-qualitaet__zeitpunkt,numeric,1.0,1.0,1.0,1.0,0.8371922983183037,0,0.07647069010499061,psi_numeric,0.009613553458404157
export_Weltweit,categorical,0.026565927370216916,0.01703515766582095,0.026565927370216916,0.01703515766582095,0.0045871559633027525,0,,tv_categorical,0.009530769704395946
esg_firma_esg-bewertung__bewertung__branchendurchschnitt__g-score,numeric,1.0,1.0,1.0,1.0,0.01084572264196929,0,-0.27229099853312344,psi_numeric,0.009515963896526024
mitarbeiter_unternehmen_avg_mitarbeiter,numeric,0.9586887643187911,0.9543312794490757,0.9586887643187911,0.9543312794490757,0.1700775390873268,0,-0.10170059152800176,psi_numeric,0.009467986494412155
branche_8,categorical,0.010601998537655375,0.011598405219282348,0.010601998537655375,0.011598405219282348,0.5057471264367817,0,,tv_categorical,0.009408024273825377
drd_gewichtetes-vereinbartes-ziel_intercept,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.7272050059594756,0,-0.11064407391245668,psi_numeric,0.00933160554305146
mitarbeiter_unternehmen_anzahl-mitarbeiter-gesamt__wert_intercept,numeric,0.9586887643187911,0.9543312794490757,0.9586887643187911,0.9543312794490757,0.6014999364433711,0,-0.10221069818127436,psi_numeric,0.009312581049230318
esg_firma_environmental__co2-reduktionsplaene__risiko-einschaetzung-quelle,categorical,0.4780648306117475,0.48133381660021746,0.0,0.0,0.0015294417537598777,0,,tv_categorical,0.009299722080317272
esg_firma_firma-esg-score-2__branchendurchschnitt__g-score,numeric,1.0,0.9996375498368975,1.0,0.9996375498368975,0.01084572264196929,0,-0.2709199226636215,psi_numeric,0.009258492132482365
esg_firma_kapitel-standorte__juristischer-sitz__postfachadresse__herkunft-qualitaet__herkunft,categorical,0.01888861808432854,0.024284160927872417,0.0,0.0,0.07741935483870968,0,,tv_categorical,0.009257938281353755
esg_firma_firma-esg-score-2__environmental__elektrizitaetsverbrauch,numeric,1.0,0.9996375498368975,1.0,0.9996375498368975,0.014135998050207165,0,0.27619133791099154,psi_numeric,0.009247576204658804
esg_firma_environmental__co2-reduktionsplaene__chancen-einschaetzung-quelle,categorical,0.47818669266390446,0.48133381660021746,0.0,0.0,0.0015290519877675841,0,,tv_categorical,0.009177860028160326
esg_firma_governance__esg-zertifizierungen__vorhanden-quelle,categorical,0.5984645381428223,0.5944182674882204,0.0,0.0,0.0016289961311341885,0,,tv_categorical,0.009018454393425095
esg_firma_lieferung_type,categorical,1.0,1.0,0.0,0.0,0.00024372410431391665,0,,tv_categorical,0.008896901523712974
drd_summe_belege,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.8155542312276519,0,-0.0928805101518804,psi_numeric,0.008815310683880183
esg_firma_governance__esg-zertifizierungen__zertifikate-kenntnis-quelle,categorical,0.5661710943212284,0.5625226531351939,0.0,0.0,0.0019371502367628067,0,,tv_categorical,0.008755914328901389
esg_firma_kapitel-import-export__export,categorical,0.9087253229344382,0.9115621602029721,0.0,0.0,0.0004023065575968888,0,,tv_categorical,0.008753308362581261
esg_firma_environmental__abfall__gesamt-einheit,categorical,0.619668535218133,0.6241391808626314,0.0,0.0,0.00039331366764995085,0,,tv_categorical,0.008689660947880918
esg_firma_firma-esg-score-2__social__score,numeric,1.0,0.9996375498368975,1.0,0.9996375498368975,0.3134291981476968,0,0.0519399390432665,psi_numeric,0.008652403666032236
esg_firma_governance__esg-berichterstattung__intern,categorical,0.36558615647087495,0.3646248640811888,0.0,0.0,0.0006666666666666666,0,,tv_categorical,0.008626543560228753
produkte_Maschinen- & Anlagenbau,categorical,0.029978064830611748,0.03552011598405219,0.029978064830611748,0.03552011598405219,0.032520325203252036,0,,tv_categorical,0.008619962391047462
esg_firma_firma-esg-score-2__archiv-input__anzahl-mitarbeiter,numeric,0.9463806970509383,0.9525190286335629,0.9463806970509383,0.9525190286335629,0.08009271182075714,0,-0.031638895596167296,psi_numeric,0.008533824491538392
esg_firma_firma-esg-score-2__archiv-input__gemeindeschluessel-plz,numeric,0.9908603460882281,0.9858644436389996,0.9908603460882281,0.9858644436389996,0.3523551838642233,0,0.08592426194815819,psi_numeric,0.008493603962029124
drd_summe-belege_steigung,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.8162991656734208,0,-0.03590979496087349,psi_numeric,0.00846094929135531
esg_firma_kapitel-standorte__juristischer-sitz__anschrift__herkunft-qualitaet__zeitpunkt,numeric,1.0,1.0,1.0,1.0,0.8371922983183037,0,0.07653277485366834,psi_numeric,0.008450839377297787
drd_anzahl-lieferanten_steigung,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.7599821215733016,0,-0.06034888649641681,psi_numeric,0.008422084724143708
esg_firma_environmental__co2-reduktionsplaene__chancen-einschaetzung,categorical,0.24189617353156226,0.23921710764769843,0.24189617353156226,0.23921710764769843,0.0020151133501259445,0,,tv_categorical,0.008295497499729892
mitarbeiter_unternehmen_anzahl-mitarbeiter-gesamt__wert_steigung,numeric,0.9586887643187911,0.9543312794490757,0.9586887643187911,0.9543312794490757,0.5994661243167663,0,0.009472493986349516,psi_numeric,0.008282334593156694
esg_firma_social__anteil-frauen__fuehrung-quelle,categorical,0.06946136972946625,0.07647698441464298,0.0,0.0,0.015789473684210527,0,,tv_categorical,0.008237812889321433
drd_drdindex_intercept,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.7915673420738975,0,0.1627889260368574,psi_numeric,0.008198158441469516
esg_firma_kapitel-firmenidentifikation__anschrift__ortsteil,categorical,0.5435047526200342,0.5516491482421167,0.0,0.0,0.0002242152466367713,0,,tv_categorical,0.008144395622082579
dfo-firmen-daten__steuerungs-daten__crefonummer,numeric,1.0,1.0,0.9633195223007556,0.9655672345052555,0.8373141603704607,0,0.0032099375575860237,psi_numeric,0.008085787055410224
esg_firma_esg-bewertung__bewertung__environmental__co2-emissionen-pro-kopf,numeric,1.0,1.0,1.0,1.0,0.01157689495491104,0,-0.18531659665214523,psi_numeric,0.007994596003886854
esg_firma_kapitel-branchen__herkunft-qualitaet__zeitpunkt,numeric,0.9991469656349012,0.9996375498368975,0.9991469656349012,0.9996375498368975,0.8371752652762532,0,0.08049562341468441,psi_numeric,0.00798237987956455
esg_firma_firma-esg-score-2__governance__score,numeric,1.0,0.9996375498368975,1.0,0.9996375498368975,0.28930051182061906,0,-0.04200092853947862,psi_numeric,0.00794464449498931
drd_anzahl-lieferanten_intercept,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.6685041716328963,0,-0.11600026813678056,psi_numeric,0.007920932990934298
drd_anzahl-belege_intercept,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.7756257449344458,0,-0.11042976544517201,psi_numeric,0.00790679378612967
esg_firma_esg-bewertung__bewertung__environmental__wasserverbrauch-pro-kopf,numeric,1.0,1.0,1.0,1.0,0.012308067267852791,0,-0.6902473112181242,psi_numeric,0.00788382725051012
esg_firma_kapitel-bonitaet__kreditlimit__:genauigkeit,categorical,0.9363880087740678,0.9441826748822036,0.0,0.0,0.0001301405517959396,0,,tv_categorical,0.007794666108135888
esg_firma_kapitel-bonitaet__kreditlimit__waehrung,categorical,0.9363880087740678,0.9441826748822036,0.0,0.0,0.0001301405517959396,0,,tv_categorical,0.007794666108135888
esg_firma_kapitel-firmenidentifikation__anschrift__plz,numeric,1.0,1.0,1.0,1.0,0.3541311235681209,0,0.07825632915022489,psi_numeric,0.007749367594492022
esg_firma_esg-bewertung__bewertung__branchendurchschnitt__s-score,numeric,1.0,1.0,1.0,1.0,0.011820619059224957,0,0.060858788407774894,psi_numeric,0.007596262428114885
esg_firma_governance__wirtschaftspruefung__bestaetigungsvermerk-eingeschraenkt,categorical,0.09395564221301486,0.09822399420079739,0.0,0.0,0.0025940337224383916,0,,tv_categorical,0.0075908707081170194
esg_firma_steuerungs-daten__eigner-vc,numeric,1.0,1.0,1.0,1.0,0.017182549354131122,0,0.14226974663269878,psi_numeric,0.007590234217236035
esg_firma_esg-bewertung__input__anteil-frauen-fuehrung-ohne-mittleres-management-prozent,numeric,0.9913477942968559,0.9920260964117433,0.9913477942968559,0.9920260964117433,0.008973570989551321,0,0.05135981871235722,psi_numeric,0.007553399847905607
esg_firma_environmental__wasserverbrauch__wert,numeric,1.0,1.0,1.0,1.0,0.35327808920302217,0,0.44423800629961996,psi_numeric,0.007539202063712424
esg_firma_steuerungs-daten__anzahl-nachtragspflichtige-auftraege,numeric,0.9993906897392152,0.9992750996737948,0.9993906897392152,0.9992750996737948,0.015242043653213022,0,-0.11748942552804154,psi_numeric,0.007537649388528973
esg_firma_governance__esg-zertifizierungen__zertifikate-quelle,categorical,0.5638557153302461,0.5621602029720913,0.0,0.0,0.0019451048195374973,0,,tv_categorical,0.007409159768438209
esg_firma_branchencode-2-stellig,numeric,1.0,1.0,1.0,1.0,0.009627102120399708,0,0.3734098055826521,psi_numeric,0.007393204065303364
esg_firma_firma-esg-score-2__environmental__risiko-temperaturaenderung,numeric,0.9908603460882281,0.9855019934758971,0.9908603460882281,0.9855019934758971,0.02127659574468085,0,0.027411355426333293,psi_numeric,0.007357981577053144
esg_firma_esg-bewertung__bewertung__environmental__pendler-kilometer,numeric,0.9907384840360711,0.9855019934758971,0.9907384840360711,0.9855019934758971,0.012300123001230012,0,-0.053540883619816244,psi_numeric,0.007310932930671678
esg_firma_esg-bewertung__bewertung__social__pendler-kilometer,numeric,0.9907384840360711,0.9855019934758971,0.9907384840360711,0.9855019934758971,0.012300123001230012,0,-0.053540883619816244,psi_numeric,0.007310932930671678
esg_firma_kapitel-standorte__juristischer-sitz__anschrift__ortsteil,categorical,0.5371679259078723,0.5444001449800653,0.0,0.0,0.00022686025408348456,0,,tv_categorical,0.007232219072192958
esg_firma_adresse__land,categorical,0.9998781379478431,0.9996375498368975,0.0,0.0,0.00036563071297989033,0,,tv_categorical,0.007186283394685423
esg_firma_environmental__co2-reduktionsplaene__chancen-oder-risiken-quelle,categorical,0.4837923470631245,0.48423341790503804,0.0,0.0,0.0017632241813602015,0,,tv_categorical,0.00708111719454562
esg_firma_esg-bewertung__bewertung__governance__durchschnitt-beteiligungsdauer,numeric,1.0,1.0,1.0,1.0,0.007921033390202292,0,-0.14902972061778502,psi_numeric,0.007051854241546795
esg_firma_firma-esg-score-2__environmental__pendler-personenkilometer,numeric,0.9908603460882281,0.9855019934758971,0.9908603460882281,0.9855019934758971,0.012298610257040954,0,-0.054544774859554494,psi_numeric,0.007045890987518481
esg_firma_firma-esg-score-2__social__pendler-personenkilometer,numeric,0.9908603460882281,0.9855019934758971,0.9908603460882281,0.9855019934758971,0.012298610257040954,0,-0.054544774859554494,psi_numeric,0.007045890987518481
esg_firma_esg-bewertung__bewertung__environmental__temperaturaenderung,numeric,0.9907384840360711,0.9855019934758971,0.9907384840360711,0.9855019934758971,0.02127921279212792,0,0.02701560292019403,psi_numeric,0.00701568156398668
esg_firma_esg-bewertung__bewertung__esg-score,numeric,1.0,1.0,1.0,1.0,0.4084815988301243,0,-0.2976692777911905,psi_numeric,0.006962586556198655
esg_firma_steuerungs-daten__land-iso-code,categorical,1.0,1.0,0.0,0.0,0.000365586156470875,0,,tv_categorical,0.006945695283739858
esg_firma_kapitel-firmenidentifikation__anschrift__land-iso-code,categorical,1.0,1.0,0.0,0.0,0.000365586156470875,0,,tv_categorical,0.006945695283739858
esg_firma_kapitel-standorte__juristischer-sitz__anschrift__land-iso-code,categorical,1.0,1.0,0.0,0.0,0.000365586156470875,0,,tv_categorical,0.006945695283739858
esg_firma_firma-esg-score-2__governance__anteil-frauen-kontrollebene,numeric,0.8569339507677309,0.8535701341065604,0.8569339507677309,0.8535701341065604,0.006968145620022753,0,0.10028743061498657,psi_numeric,0.0068554031136503
esg_firma_firma-esg-score-2__archiv-input__anteil-frauen-kontrollebene,numeric,0.8569339507677309,0.8535701341065604,0.8569339507677309,0.8535701341065604,0.006968145620022753,0,0.10028743061498657,psi_numeric,0.0068554031136503
esg_firma_kapitel-import-export__export-quote__:genauigkeit,categorical,0.23726541554959785,0.2326930047118521,0.0,0.0,0.0025680534155110425,0,,tv_categorical,0.00682820595473021
esg_firma_kapitel-bonitaet__kreditlimit__wert,numeric,0.9363880087740678,0.9441826748822036,0.9363880087740678,0.9441826748822036,0.04255596043727226,0,-0.05973306619762081,psi_numeric,0.0067438018251179885
esg_firma_firma-esg-score-2__branchendurchschnitt__s-score,numeric,1.0,0.9996375498368975,1.0,0.9996375498368975,0.011820619059224957,0,0.05995289270988033,psi_numeric,0.006718566759219338
zertifikate_Produktsicherheit/Branchenspezifisch,categorical,0.11089446746283207,0.11525915186661834,0.11089446746283207,0.11525915186661834,0.007692307692307693,0,,tv_categorical,0.006636601176819091
drd_mean_gewichtete_aussenstandsdauer,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.7339094159713945,0,0.016341952082211206,psi_numeric,0.006607669820689189
esg_firma_firma-esg-score-2__environmental__co2-emissionen,numeric,1.0,0.9996375498368975,1.0,0.9996375498368975,0.009992688276870583,0,0.0933058050783625,psi_numeric,0.006597139510885241
drd_anzahl_belege,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.6112932061978545,0,-0.11817787941691794,psi_numeric,0.006594338739875516
esg_firma_adresse__plz,numeric,0.9998781379478431,1.0,0.9998781379478431,1.0,0.35405240706886043,0,0.07813442080384614,psi_numeric,0.006508479181659919
esg_firma_environmental__photovoltaik__wert,categorical,0.014379722154521083,0.013773106197897789,0.014379722154521083,0.013773106197897789,0.576271186440678,0,,tv_categorical,0.00649945667810669
esg_firma_kapitel-handelsregister__registernummer,categorical,0.8019741652449427,0.7955781080101486,0.0,0.0,0.000151952590791673,0,,tv_categorical,0.0063960572347940975
drd_mean_belegsumme_pro_beleg,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.8116805721096544,0,0.004355276267819187,psi_numeric,0.006380043490679832
esg_firma_kapitel-standorte__verwaltung__datum-von__:tag,categorical,0.005849378503534,0.007611453425154041,0.005849378503534,0.007611453425154041,0.4166666666666667,0,,tv_categorical,0.006274106844795811
drd_median_gewichtete_aussenstandsdauer,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.020411203814064364,0,0.010250045783034041,psi_numeric,0.006246975314317502
produkte_Bau & Baustoffe,categorical,0.021935169388252497,0.016672707502718376,0.021935169388252497,0.016672707502718376,0.044444444444444446,0,,tv_categorical,0.006187182408896917
vertriebsweg_Digitaler Vertrieb,categorical,0.17036314891542773,0.16418992388546574,0.17036314891542773,0.16418992388546574,0.002145922746781116,0,,tv_categorical,0.006173225029961985
drd_anzahl-belege_steigung,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.8006555423122765,0,-0.059989246946444204,psi_numeric,0.006104178399996863
drd_gewichtete-aussenstandsdauer_intercept,numeric,0.8179380940775043,0.8039144617615078,0.8179380940775043,0.8039144617615078,0.7945470798569726,0,0.014315844818208195,psi_numeric,0.006096195097043744
fax_anzahl_fax,categorical,0.7322690714111626,0.738310982239942,0.7322690714111626,0.738310982239942,0.0004992511233150275,0,,tv_categorical,0.006041910828779426
esg_firma_esg-bewertung__bewertung__environmental__abfallmenge-pro-kopf,numeric,1.0,1.0,1.0,1.0,0.012308067267852791,0,0.029651466679375817,psi_numeric,0.006032973199954683
esg_firma_kapitel-rechtsform-und-gruendung__erste-rechtsform__datum-gruendung__:jahr,categorical,0.008530343650987083,0.004711852120333454,0.008530343650987083,0.004711852120333454,0.34285714285714286,0,,tv_categorical,0.005977512542427553
